repository_name,date,clones,unique_visitors/cloners
figstats,2022-09-25,1,1
github-stats,2022-09-23,5,4
github-stats,2022-09-24,4,3
github-stats,2022-09-25,4,3
github-stats,2022-09-26,5,4
github-stats,2022-09-27,4,3
github-stats,2022-09-28,4,3
github-stats,2022-09-29,4,3
github-stats,2022-09-30,4,3
github-stats,2022-10-01,5,4
github-stats,2022-10-02,6,4
github-stats,2022-10-03,5,4
github-stats,2022-10-04,4,3
github-stats,2022-10-05,4,3
github-stats,2022-10-06,4,3
ReBACH,2022-09-29,2,2
ReBACH,2022-10-04,4,2
ReBACH,2022-10-05,1,1
redata-commons,2022-10-01,1,1
redata-iac,2022-10-02,1,1
redata-landing-page,2022-10-05,2,2
redata-landing-page,2022-10-06,8,3
ReQUIAM,2022-09-23,1,1
ReQUIAM_csv,2022-09-28,1,1
uptime,2022-09-23,50,1
uptime,2022-09-24,77,5
uptime,2022-09-25,76,4
uptime,2022-09-26,58,3
uptime,2022-09-27,53,3
uptime,2022-09-28,56,4
uptime,2022-09-29,54,3
uptime,2022-09-30,52,2
uptime,2022-10-01,65,3
uptime,2022-10-02,65,2
uptime,2022-10-03,54,2
uptime,2022-10-04,60,5
uptime,2022-10-05,53,3
uptime,2022-10-06,57,3
uptime,2022-10-07,10,2
