repository_name,date,views,unique_visitors/cloners
github-stats,2022-06-27,1,1
LD-Cool-P,2022-06-26,2,2
LD-Cool-P,2022-06-27,9,1
LD-Cool-P,2022-06-28,4,1
LD-Cool-P,2022-06-30,28,2
LD-Cool-P,2022-07-02,3,1
LD-Cool-P,2022-07-04,20,2
LD-Cool-P,2022-07-06,18,3
LD-Cool-P,2022-07-07,6,1
ldcoolp-figshare,2022-06-28,2,1
ldcoolp-figshare,2022-06-30,9,1
ldcoolp-figshare,2022-07-01,1,1
ldcoolp-figshare,2022-07-07,5,1
ldcoolp-figshare,2022-07-08,1,1
ReBACH,2022-07-08,3,1
redata-commons,2022-06-26,15,1
redata-commons,2022-06-27,25,2
redata-commons,2022-06-28,70,1
redata-commons,2022-06-29,33,2
redata-commons,2022-06-30,318,1
redata-commons,2022-07-01,90,1
redata-commons,2022-07-05,64,1
redata-commons,2022-07-06,138,1
redata-commons,2022-07-07,87,1
redata-commons,2022-07-08,92,1
redata-docs,2022-06-27,5,2
redata-docs,2022-06-28,3,1
redata-docs,2022-06-29,1,1
redata-docs,2022-06-30,12,1
redata-docs,2022-07-01,3,1
redata-docs,2022-07-02,1,1
redata-docs,2022-07-05,4,2
redata-docs,2022-07-06,3,1
redata-docs,2022-07-07,1,1
redata-iac,2022-07-06,1,1
ReQUIAM,2022-06-26,8,1
ReQUIAM,2022-06-27,127,2
ReQUIAM,2022-06-28,56,1
ReQUIAM,2022-06-29,198,2
ReQUIAM,2022-06-30,107,1
ReQUIAM,2022-07-01,13,1
ReQUIAM,2022-07-02,28,2
ReQUIAM,2022-07-05,36,1
ReQUIAM,2022-07-06,92,1
ReQUIAM,2022-07-07,18,1
ReQUIAM,2022-07-08,71,1
ReQUIAM,2022-07-09,11,2
ReQUIAM,2022-07-10,1,1
ReQUIAM_csv,2022-06-26,2,2
ReQUIAM_csv,2022-06-27,6,2
ReQUIAM_csv,2022-06-28,28,1
ReQUIAM_csv,2022-06-29,1,1
ReQUIAM_csv,2022-06-30,3,1
