repository_name,date,views,unique_visitors/cloners
figstats,2023-03-04,1,1
LD-Cool-P,2023-02-27,2,2
LD-Cool-P,2023-03-01,2,1
LD-Cool-P,2023-03-02,6,4
LD-Cool-P,2023-03-03,6,1
LD-Cool-P,2023-03-06,2,1
LD-Cool-P,2023-03-07,7,1
LD-Cool-P,2023-03-09,1,1
ldcoolp-figshare,2023-02-26,2,1
ldcoolp-figshare,2023-02-28,3,2
ldcoolp-figshare,2023-03-01,1,1
ReBACH,2023-03-02,17,1
ReBACH,2023-03-03,2,1
ReBACH,2023-03-07,1,1
redata-docs,2023-03-09,2,1
redata-iac,2023-02-28,1,1
redata-iac,2023-03-01,1,1
redata-iac,2023-03-02,3,1
redata-iac,2023-03-09,4,1
redata-iac,2023-03-11,2,1
ReQUIAM,2023-03-09,4,1
uptime,2023-03-01,1,1
