repository_name,date,clones,unique_visitors/cloners
ReBACH,2023-04-16,1,1
ReBACH,2023-04-24,1,1
redata-commons,2023-04-13,1,1
redata-commons,2023-04-15,1,1
redata-iac,2023-04-16,1,1
redata-iac,2023-04-19,1,1
ReQUIAM,2023-04-13,1,1
ReQUIAM,2023-04-16,1,1
ReQUIAM,2023-04-23,1,1
ReQUIAM,2023-04-24,1,1
ReQUIAM_csv,2023-04-16,1,1
slacking,2023-04-25,2,2
UAL-RE,2023-04-15,2,2
UAL-RE,2023-04-25,1,1
uptime,2023-04-13,101,1
uptime,2023-04-14,132,2
uptime,2023-04-15,136,3
uptime,2023-04-16,134,2
uptime,2023-04-17,130,3
uptime,2023-04-18,128,2
uptime,2023-04-19,131,3
uptime,2023-04-20,129,2
uptime,2023-04-21,131,2
uptime,2023-04-22,134,2
uptime,2023-04-23,133,2
uptime,2023-04-24,131,3
uptime,2023-04-25,130,2
uptime,2023-04-26,130,2
uptime,2023-04-27,22,2
