repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2022-12-21,3,1
data-service-landscape-scan,2022-12-27,2,1
data-viz-challenge,2022-12-20,1,1
LD-Cool-P,2022-12-18,1,1
LD-Cool-P,2022-12-19,1,1
LD-Cool-P,2022-12-20,1,1
LD-Cool-P,2022-12-21,1,1
LD-Cool-P,2022-12-22,5,4
LD-Cool-P,2022-12-23,1,1
LD-Cool-P,2022-12-24,1,1
LD-Cool-P,2022-12-28,1,1
LD-Cool-P,2022-12-29,1,1
LD-Cool-P,2022-12-30,8,3
ReBACH,2022-12-19,71,3
ReBACH,2022-12-20,36,5
ReBACH,2022-12-21,109,3
ReBACH,2022-12-22,10,2
ReBACH,2022-12-24,6,1
