repository_name,date,views,unique_visitors/cloners
data-viz-challenge,2021-06-02,1,1
figstats,2021-06-02,1,1
figstats,2021-06-08,1,1
github-stats,2021-06-02,8,1
github-stats,2021-06-09,3,1
LD-Cool-P,2021-05-30,1,1
LD-Cool-P,2021-05-31,2,1
LD-Cool-P,2021-06-02,18,3
LD-Cool-P,2021-06-03,43,2
LD-Cool-P,2021-06-05,3,1
LD-Cool-P,2021-06-07,9,2
LD-Cool-P,2021-06-08,6,2
LD-Cool-P,2021-06-09,183,1
LD-Cool-P,2021-06-10,101,1
ldcoolp-figshare,2021-06-01,1,1
ldcoolp-figshare,2021-06-02,13,2
ldcoolp-figshare,2021-06-03,18,1
ldcoolp-figshare,2021-06-05,3,1
ldcoolp-figshare,2021-06-07,13,1
ldcoolp-figshare,2021-06-08,40,1
ldcoolp-figshare,2021-06-09,2,1
redata-commons,2021-06-02,1,1
redata-commons,2021-06-07,1,1
redata-commons,2021-06-08,48,1
redata-docs,2021-06-02,1,1
ReDATA_README_Tool,2021-05-31,5,1
ReDATA_README_Tool,2021-06-01,2,1
ReDATA_README_Tool,2021-06-03,7,1
ReDATA_README_Tool,2021-06-06,2,1
ReDATA_README_Tool,2021-06-07,1,1
ReDATA_README_Tool,2021-06-08,32,1
ReDATA_README_Tool,2021-06-09,23,1
ReDATA_README_Tool,2021-06-10,2,1
ReQUIAM,2021-05-31,1,1
ReQUIAM,2021-06-01,2,2
ReQUIAM,2021-06-02,1,1
ReQUIAM,2021-06-08,1,1
ReQUIAM_csv,2021-06-02,2,1
uptime,2021-06-02,3,1
