repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2021-07-26,4,1
data-service-landscape-scan,2021-08-04,1,1
data-viz-challenge,2021-07-26,5,1
data-viz-evaluations,2021-07-26,4,1
figstats,2021-07-26,7,1
figstats,2021-07-27,5,1
figstats,2021-07-28,1,1
figstats,2021-07-31,5,1
figstats,2021-08-05,1,1
github-stats,2021-07-26,8,4
github-stats,2021-08-03,1,1
github-stats,2021-08-06,2,2
LD-Cool-P,2021-07-24,7,1
LD-Cool-P,2021-07-26,52,2
LD-Cool-P,2021-07-27,12,2
LD-Cool-P,2021-07-28,1,1
LD-Cool-P,2021-07-31,2,1
LD-Cool-P,2021-08-04,1,1
LD-Cool-P,2021-08-05,1,1
LD-Cool-P,2021-08-06,18,1
ldcoolp-figshare,2021-07-26,3,1
ldcoolp-figshare,2021-07-31,4,1
ldcoolp-figshare,2021-08-04,1,1
ldcoolp-figshare,2021-08-05,3,2
ReBACH,2021-07-26,7,1
ReBACH,2021-07-31,2,1
redata-commons,2021-07-26,19,1
redata-commons,2021-07-31,3,1
redata-commons,2021-08-04,1,1
redata-docs,2021-07-26,4,1
redata-docs,2021-07-28,1,1
redata-docs,2021-07-31,2,1
redata-iac,2021-07-26,4,1
redata-iac,2021-07-27,5,1
redata-iac,2021-07-28,13,1
redata-iac,2021-07-31,3,1
