repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2021-10-20,1,1
figstats,2021-10-17,2,1
figstats,2021-10-26,6,1
github-stats,2021-10-21,4,1
LD-Cool-P,2021-10-21,9,3
LD-Cool-P,2021-10-23,4,1
LD-Cool-P,2021-10-24,6,1
LD-Cool-P,2021-10-25,53,2
LD-Cool-P,2021-10-27,1,1
ldcoolp-figshare,2021-10-18,1,1
ldcoolp-figshare,2021-10-25,3,1
ldcoolp-figshare,2021-10-26,3,1
redata-commons,2021-10-17,1,1
redata-commons,2021-10-21,21,1
redata-iac,2021-10-26,8,1
redata-iac,2021-10-29,17,1
ReM,2021-10-18,6,1
ReM,2021-10-19,6,3
ReM,2021-10-21,41,3
ReM,2021-10-25,17,2
ReM,2021-10-28,6,2
ReQUIAM,2021-10-19,1,1
ReQUIAM,2021-10-21,11,1
ReQUIAM_csv,2021-10-21,22,1
ReQUIAM_csv,2021-10-27,7,3
ReQUIAM_csv,2021-10-30,1,1
uptime,2021-10-22,8,1
