repository_name,date,views,unique_visitors/cloners
data-viz-challenge,2022-02-13,1,1
figstats,2022-02-02,1,1
LD-Cool-P,2022-02-01,1,1
LD-Cool-P,2022-02-03,1,1
LD-Cool-P,2022-02-04,1,1
LD-Cool-P,2022-02-05,5,1
LD-Cool-P,2022-02-07,6,2
LD-Cool-P,2022-02-08,1,1
LD-Cool-P,2022-02-10,19,3
ldcoolp-figshare,2022-02-05,1,1
ldcoolp-figshare,2022-02-10,1,1
redata-commons,2022-02-07,13,1
ReM,2022-02-04,1,1
ReM,2022-02-06,24,1
ReM,2022-02-07,1,1
ReM,2022-02-08,1,1
ReM,2022-02-09,3,2
ReM,2022-02-10,5,2
ReM,2022-02-11,3,2
ReQUIAM,2022-02-10,21,3
ReQUIAM_csv,2022-02-10,8,2
