repository_name,date,views,unique_visitors/cloners
data-service-landscape-scan,2023-02-13,2,1
github-stats,2023-02-14,2,2
LD-Cool-P,2023-02-09,3,3
LD-Cool-P,2023-02-12,1,1
LD-Cool-P,2023-02-13,2,1
LD-Cool-P,2023-02-15,28,4
ldcoolp-figshare,2023-02-06,1,1
ldcoolp-figshare,2023-02-13,1,1
ReBACH,2023-02-08,1,1
ReBACH,2023-02-10,14,1
ReBACH,2023-02-13,78,1
ReBACH,2023-02-14,26,2
redata-commons,2023-02-02,1,1
redata-commons,2023-02-13,1,1
