repository_name,date,views,unique_visitors/cloners
github-stats,2022-05-24,1,1
LD-Cool-P,2022-05-16,1,1
LD-Cool-P,2022-05-18,6,3
LD-Cool-P,2022-05-19,5,1
LD-Cool-P,2022-05-20,28,5
LD-Cool-P,2022-05-21,14,2
LD-Cool-P,2022-05-23,1,1
LD-Cool-P,2022-05-25,12,4
LD-Cool-P,2022-05-27,1,1
LD-Cool-P,2022-05-28,1,1
ldcoolp-figshare,2022-05-18,12,3
ldcoolp-figshare,2022-05-20,7,2
ReBACH,2022-05-16,1,1
redata-commons,2022-05-18,2,1
redata-commons,2022-05-21,2,1
redata-commons,2022-05-22,1,1
redata-commons,2022-05-24,2,2
redata-commons,2022-05-26,5,1
redata-docs,2022-05-16,7,1
redata-docs,2022-05-18,19,2
redata-docs,2022-05-19,44,3
redata-docs,2022-05-20,18,1
redata-docs,2022-05-21,57,3
redata-docs,2022-05-23,6,1
redata-docs,2022-05-24,2,1
redata-docs,2022-05-25,11,2
redata-docs,2022-05-26,35,1
redata-docs,2022-05-27,17,2
redata-docs,2022-05-28,13,1
redata-iac,2022-05-16,2,1
redata-iac,2022-05-24,9,1
ReQUIAM,2022-05-16,2,2
ReQUIAM,2022-05-17,1,1
ReQUIAM,2022-05-18,14,2
ReQUIAM,2022-05-20,4,2
ReQUIAM,2022-05-22,2,1
ReQUIAM,2022-05-26,15,2
UAL-RE,2022-05-17,1,1
UAL-RE,2022-05-24,1,1
uptime,2022-05-17,3,1
uptime,2022-05-21,6,1
uptime,2022-05-23,11,1
uptime,2022-05-26,2,1
